team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
LAK,2022,LAK,LAK,Team Level,5on5,8,0.5,0.49,0.51,21312.0,184.23,16.35,12.25,43.36,5.93,101.03,75.08,15.64,16.59,15.88,186.0,68.0,84.0,338.0,19.0,13.0,3.0,46.0,6.0,85.0,85.0,167.0,235.0,32.0,64.0,174.0,151.0,39.0,53.0,185.0,52.0,17.0,5.44,5.97,4.94,7.0,6.0,6.0,341.03,254.0,257.93,35.0,2.51,3.75,3.75,15.11,15.33,15.06,181.58,16.27,12.16,42.55,5.83,96.6,73.6,15.52,16.38,15.63,191.0,56.0,102.0,349.0,21.0,18.0,2.0,47.0,3.0,89.0,69.0,170.0,226.0,37.0,76.0,124.0,202.0,34.0,38.0,179.0,52.0,16.0,5.55,6.35,4.37,10.0,8.0,3.0,350.26,247.0,246.61,22.0,2.53,3.06,3.06,15.73,15.85,15.35
LAK,2022,LAK,LAK,Team Level,4on5,8,0.16,0.14,0.15,2977.0,6.91,0.89,0.44,1.07,0.27,2.67,4.66,0.89,0.89,0.89,8.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0,10.0,3.0,6.0,19.0,7.0,3.0,5.0,8.0,0.0,2.0,0.24,0.0,0.65,0.0,0.0,0.0,12.0,10.0,10.0,5.0,0.1,0.0,0.0,0.99,0.99,0.99,38.04,4.84,3.16,7.51,1.23,25.59,12.67,4.57,4.84,4.57,37.0,18.0,17.0,72.0,7.0,3.0,1.0,5.0,2.0,20.0,18.0,30.0,48.0,4.0,8.0,28.0,3.0,2.0,5.0,32.0,19.0,4.0,0.95,2.03,1.86,2.0,2.0,3.0,72.0,55.0,55.0,0.0,0.79,1.13,1.13,4.5,4.5,4.23
LAK,2022,LAK,LAK,Team Level,5on4,8,0.76,0.82,0.78,3057.0,44.12,4.13,4.44,10.02,1.76,25.85,13.8,4.09,4.13,4.09,46.0,14.0,24.0,84.0,6.0,6.0,0.0,13.0,4.0,17.0,14.0,40.0,54.0,6.0,15.0,28.0,2.0,1.0,13.0,51.0,5.0,4.0,0.94,0.66,2.53,1.0,1.0,4.0,84.0,60.0,60.0,3.0,1.21,0.21,0.21,5.11,5.11,5.06,12.97,1.32,0.6,2.07,0.4,3.79,8.82,1.27,1.32,1.27,13.0,4.0,2.0,19.0,1.0,1.0,0.0,2.0,0.0,6.0,7.0,12.0,16.0,2.0,7.0,37.0,16.0,9.0,5.0,12.0,3.0,2.0,0.41,0.36,0.55,0.0,1.0,0.0,19.0,17.0,17.0,3.0,0.14,0.31,0.31,1.16,1.16,1.15
FLA,2022,FLA,FLA,Team Level,other,7,0.33,0.5,0.44,1728.0,17.85,3.87,1.58,3.11,0.66,10.98,4.81,3.42,3.87,3.42,17.0,8.0,16.0,41.0,2.0,5.0,1.0,2.0,2.0,8.0,6.0,15.0,23.0,3.0,6.0,13.0,4.0,2.0,6.0,15.0,3.0,7.0,0.6,0.36,2.91,0.0,0.0,2.0,41.0,25.0,25.0,3.0,0.53,2.28,1.44,2.96,2.96,2.84,24.39,7.83,1.7,3.99,0.83,10.73,6.91,7.29,7.83,7.29,26.0,6.0,9.0,41.0,5.0,3.0,1.0,6.0,0.0,12.0,6.0,21.0,27.0,1.0,2.0,24.0,6.0,3.0,5.0,11.0,9.0,12.0,0.42,1.14,6.26,1.0,0.0,4.0,41.0,32.0,32.0,3.0,0.52,1.4,1.4,6.95,6.95,6.49
FLA,2022,FLA,FLA,Team Level,all,7,0.5,0.57,0.55,25328.0,245.49,24.04,18.02,55.0,8.25,136.73,96.96,23.16,24.29,23.4,244.0,95.0,129.0,468.0,21.0,25.0,5.0,43.0,9.0,122.0,119.0,223.0,318.0,38.0,78.0,205.0,103.0,40.0,55.0,262.0,55.0,22.0,8.11,6.44,9.49,7.0,7.0,7.0,471.2,339.0,341.95,23.0,4.2,6.04,6.04,22.2,22.37,21.97,199.04,24.1,13.66,44.88,6.7,106.56,78.1,22.86,23.97,22.75,206.0,68.0,79.0,353.0,21.0,18.0,2.0,43.0,5.0,92.0,95.0,185.0,253.0,40.0,82.0,232.0,173.0,53.0,68.0,195.0,51.0,28.0,5.2,6.27,12.63,7.0,6.0,8.0,351.36,274.0,272.32,36.0,3.2,3.77,3.77,23.53,23.44,22.43
FLA,2022,FLA,FLA,Team Level,5on5,7,0.58,0.57,0.56,17645.0,159.34,13.0,10.32,37.81,5.22,88.93,66.72,12.74,13.25,12.98,166.0,56.0,78.0,300.0,17.0,13.0,3.0,29.0,4.0,77.0,82.0,149.0,205.0,29.0,60.0,133.0,85.0,26.0,37.0,173.0,40.0,9.0,5.53,4.7,2.76,7.0,7.0,3.0,303.2,222.0,224.95,16.0,2.12,2.54,2.54,12.57,12.74,12.59,124.47,9.37,8.28,30.57,4.31,68.55,51.91,9.11,9.24,8.99,129.0,44.0,53.0,226.0,11.0,11.0,0.0,32.0,2.0,57.0,60.0,118.0,162.0,37.0,76.0,154.0,154.0,39.0,52.0,132.0,35.0,6.0,3.64,4.17,1.57,4.0,6.0,1.0,224.36,173.0,171.32,30.0,1.71,1.41,1.41,9.67,9.58,9.5
FLA,2022,FLA,FLA,Team Level,4on5,7,0.15,0.2,0.23,2615.0,11.77,1.03,0.69,1.83,0.39,3.92,8.13,1.0,1.03,1.0,12.0,4.0,2.0,18.0,0.0,0.0,0.0,3.0,1.0,5.0,7.0,12.0,16.0,2.0,4.0,26.0,11.0,8.0,2.0,10.0,6.0,0.0,0.32,0.71,0.0,0.0,0.0,0.0,18.0,16.0,16.0,2.0,0.15,0.0,0.0,1.19,1.19,1.15,39.73,5.9,3.13,8.69,1.22,23.9,12.16,5.48,5.9,5.48,40.0,15.0,16.0,71.0,5.0,2.0,1.0,5.0,3.0,20.0,20.0,35.0,50.0,0.0,0.0,29.0,3.0,3.0,10.0,41.0,5.0,9.0,0.79,0.63,4.49,2.0,0.0,3.0,71.0,55.0,55.0,2.0,0.84,0.88,0.88,5.87,5.87,5.42
FLA,2022,FLA,FLA,Team Level,5on4,7,0.86,0.88,0.84,3340.0,56.54,6.14,5.44,12.25,1.98,32.9,17.29,6.0,6.14,6.0,49.0,27.0,33.0,109.0,2.0,7.0,1.0,9.0,2.0,32.0,24.0,47.0,74.0,4.0,8.0,33.0,3.0,4.0,10.0,64.0,6.0,6.0,1.65,0.67,3.82,0.0,0.0,2.0,109.0,76.0,76.0,2.0,1.4,1.22,2.06,5.48,5.48,5.4,10.45,1.0,0.54,1.62,0.34,3.38,7.12,0.98,1.0,0.98,11.0,3.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,11.0,14.0,2.0,4.0,25.0,10.0,8.0,1.0,11.0,2.0,1.0,0.35,0.34,0.31,0.0,0.0,0.0,15.0,14.0,14.0,1.0,0.12,0.08,0.08,1.05,1.05,1.03
OTT,2022,OTT,OTT,Team Level,other,6,0.44,0.45,0.47,1242.0,12.11,2.93,0.79,2.06,0.39,6.19,4.64,2.91,2.93,2.91,13.0,4.0,6.0,23.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,10.0,14.0,0.0,0.0,14.0,6.0,2.0,2.0,7.0,7.0,3.0,0.27,0.82,1.84,0.0,0.0,3.0,23.0,17.0,17.0,1.0,0.21,0.25,0.25,2.89,2.89,2.87,13.99,3.75,0.97,2.7,0.48,7.32,3.78,3.56,3.75,3.56,14.0,5.0,9.0,28.0,4.0,2.0,0.0,1.0,1.0,9.0,2.0,10.0,15.0,2.0,4.0,15.0,3.0,5.0,3.0,10.0,3.0,6.0,0.41,0.44,2.91,1.0,0.0,3.0,28.0,19.0,19.0,1.0,0.33,0.89,0.89,3.19,3.19,3.13
OTT,2022,OTT,OTT,Team Level,all,6,0.55,0.52,0.51,21600.0,192.27,22.44,13.94,41.53,6.39,104.74,73.95,21.67,22.54,21.76,203.0,60.0,94.0,357.0,25.0,17.0,4.0,43.0,7.0,70.0,101.0,178.0,238.0,28.0,65.0,190.0,193.0,42.0,62.0,159.0,82.0,22.0,5.17,9.83,7.44,5.0,11.0,9.0,361.97,263.0,266.52,38.0,3.05,4.16,4.16,21.32,21.4,21.02,182.0,18.5,12.13,41.51,6.05,98.75,73.05,18.07,18.57,18.13,179.0,71.0,79.0,329.0,18.0,18.0,4.0,40.0,5.0,69.0,100.0,161.0,232.0,28.0,65.0,155.0,137.0,31.0,59.0,185.0,46.0,19.0,4.64,5.82,8.05,2.0,8.0,8.0,327.01,250.0,249.71,34.0,2.75,4.47,4.47,16.79,16.85,16.63
OTT,2022,OTT,OTT,Team Level,5on5,6,0.58,0.53,0.52,16485.0,150.29,15.33,10.54,33.55,4.96,81.5,59.13,14.82,15.42,14.92,164.0,41.0,73.0,278.0,17.0,14.0,2.0,35.0,4.0,54.0,81.0,147.0,188.0,26.0,61.0,144.0,179.0,35.0,51.0,132.0,61.0,12.0,4.41,7.32,3.6,4.0,10.0,3.0,282.97,205.0,208.52,32.0,2.19,3.41,3.41,14.11,14.19,13.98,136.09,10.95,8.69,32.56,4.64,74.0,57.17,10.76,11.01,10.83,133.0,55.0,55.0,243.0,10.0,11.0,3.0,33.0,4.0,47.0,83.0,123.0,178.0,23.0,55.0,111.0,131.0,21.0,46.0,139.0,42.0,7.0,3.54,5.3,2.11,1.0,7.0,2.0,241.01,188.0,187.71,30.0,1.8,1.98,1.98,10.76,10.82,10.69
OTT,2022,OTT,OTT,Team Level,4on5,6,0.15,0.11,0.12,2165.0,3.51,0.52,0.27,0.58,0.13,1.27,2.23,0.52,0.52,0.52,4.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,5.0,1.0,2.0,18.0,5.0,4.0,4.0,3.0,0.0,2.0,0.07,0.0,0.45,0.0,0.0,0.0,6.0,5.0,5.0,4.0,0.06,0.0,0.0,0.58,0.58,0.58,26.36,2.99,2.23,5.52,0.79,15.88,8.6,2.95,2.99,2.95,25.0,11.0,13.0,49.0,4.0,3.0,1.0,5.0,0.0,10.0,14.0,21.0,32.0,2.0,4.0,17.0,2.0,1.0,8.0,31.0,1.0,4.0,0.56,0.08,2.34,0.0,1.0,3.0,49.0,36.0,36.0,1.0,0.57,0.9,0.9,2.65,2.65,2.64
OTT,2022,OTT,OTT,Team Level,5on4,6,0.82,0.85,0.84,1708.0,26.36,3.66,2.35,5.35,0.92,15.78,7.95,3.42,3.66,3.42,22.0,14.0,14.0,50.0,5.0,2.0,1.0,4.0,1.0,11.0,13.0,17.0,31.0,1.0,2.0,14.0,3.0,1.0,5.0,17.0,14.0,5.0,0.42,1.69,1.56,1.0,1.0,3.0,50.0,36.0,36.0,1.0,0.59,0.51,0.51,3.74,3.74,3.58,5.56,0.82,0.24,0.74,0.15,1.55,3.5,0.8,0.82,0.8,7.0,0.0,2.0,9.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,7.0,7.0,1.0,2.0,12.0,1.0,4.0,2.0,5.0,0.0,2.0,0.13,0.0,0.69,0.0,0.0,0.0,9.0,7.0,7.0,2.0,0.06,0.69,0.69,0.18,0.18,0.18
CBJ,2022,CBJ,CBJ,Team Level,other,8,0.6,0.57,0.61,655.0,14.17,2.53,1.06,2.29,0.48,8.79,4.85,2.44,2.53,2.44,13.0,7.0,5.0,25.0,2.0,0.0,0.0,1.0,1.0,10.0,6.0,11.0,18.0,0.0,0.0,13.0,4.0,2.0,3.0,8.0,10.0,2.0,0.34,1.2,0.99,0.0,1.0,1.0,25.0,20.0,20.0,1.0,0.29,0.0,0.0,2.83,2.83,2.71,9.42,1.66,0.72,1.78,0.31,5.26,3.27,1.63,1.66,1.63,9.0,4.0,6.0,19.0,2.0,1.0,0.0,1.0,0.0,4.0,5.0,7.0,11.0,0.0,0.0,3.0,1.0,1.0,2.0,6.0,5.0,2.0,0.32,0.63,0.71,0.0,1.0,1.0,19.0,13.0,13.0,1.0,0.23,0.18,0.18,1.7,1.7,1.67
CBJ,2022,CBJ,CBJ,Team Level,all,8,0.48,0.47,0.48,29001.0,246.7,22.5,16.77,56.16,7.85,133.27,100.45,21.94,22.1,21.56,246.0,91.0,104.0,441.0,25.0,16.0,2.0,54.0,12.0,107.0,123.0,221.0,312.0,29.0,63.0,257.0,177.0,70.0,59.0,240.0,77.0,20.0,7.52,9.39,5.59,10.0,11.0,4.0,429.42,337.0,328.46,27.0,3.62,3.31,3.31,22.82,22.49,22.12,268.11,24.14,18.33,64.51,8.81,150.41,105.79,23.21,24.83,23.86,257.0,115.0,128.0,500.0,33.0,31.0,8.0,56.0,5.0,126.0,121.0,224.0,339.0,22.0,47.0,251.0,148.0,70.0,52.0,279.0,69.0,24.0,7.74,8.1,8.3,15.0,9.0,9.0,517.0,372.0,383.17,21.0,4.04,5.8,5.8,22.38,22.83,22.41
CBJ,2022,CBJ,CBJ,Team Level,5on5,8,0.47,0.47,0.47,23843.0,196.54,16.41,13.08,47.41,6.33,105.7,79.07,16.01,16.01,15.62,199.0,69.0,88.0,356.0,22.0,15.0,2.0,42.0,9.0,87.0,93.0,177.0,246.0,26.0,57.0,203.0,167.0,60.0,48.0,202.0,51.0,15.0,6.16,6.33,3.92,10.0,10.0,2.0,344.42,268.0,259.46,24.0,2.71,3.16,3.16,15.96,15.63,15.43,217.25,18.62,14.08,54.14,7.08,120.82,86.25,17.8,19.31,18.45,210.0,91.0,108.0,409.0,26.0,26.0,8.0,44.0,4.0,105.0,96.0,184.0,275.0,19.0,41.0,202.0,143.0,60.0,44.0,225.0,57.0,19.0,5.97,6.73,5.92,13.0,8.0,5.0,426.0,301.0,312.17,20.0,2.9,5.44,5.44,16.08,16.53,16.24
CBJ,2022,CBJ,CBJ,Team Level,4on5,8,0.28,0.24,0.25,2555.0,12.86,1.37,0.67,1.65,0.35,3.96,9.0,1.36,1.37,1.36,11.0,6.0,3.0,20.0,1.0,0.0,0.0,4.0,1.0,2.0,9.0,10.0,16.0,2.0,4.0,21.0,5.0,6.0,3.0,11.0,4.0,2.0,0.4,0.51,0.46,0.0,0.0,1.0,20.0,17.0,17.0,2.0,0.15,0.0,0.0,1.52,1.52,1.51,36.37,3.49,3.29,7.93,1.26,22.78,12.26,3.41,3.49,3.41,33.0,18.0,14.0,65.0,4.0,4.0,0.0,11.0,1.0,15.0,16.0,29.0,47.0,2.0,4.0,32.0,1.0,2.0,6.0,42.0,6.0,3.0,1.2,0.61,1.68,1.0,0.0,3.0,65.0,51.0,51.0,0.0,0.85,0.18,0.18,4.16,4.16,4.08
CBJ,2022,CBJ,CBJ,Team Level,5on4,8,0.85,0.85,0.82,1948.0,23.13,2.19,1.95,4.82,0.7,14.82,7.53,2.13,2.19,2.13,23.0,9.0,8.0,40.0,0.0,1.0,0.0,7.0,1.0,8.0,15.0,23.0,32.0,1.0,2.0,20.0,1.0,2.0,5.0,19.0,12.0,1.0,0.62,1.35,0.22,0.0,0.0,0.0,40.0,32.0,32.0,0.0,0.47,0.15,0.15,2.51,2.51,2.47,5.07,0.38,0.24,0.66,0.16,1.54,4.02,0.37,0.38,0.37,5.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,1.0,2.0,14.0,3.0,7.0,0.0,6.0,1.0,0.0,0.25,0.13,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,0.05,0.0,0.0,0.43,0.43,0.42
DET,2022,DET,DET,Team Level,other,6,0.65,0.36,0.38,864.0,7.05,2.16,0.49,1.05,0.2,2.7,2.41,2.12,2.16,2.12,9.0,0.0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,5.0,1.0,2.0,5.0,3.0,1.0,0.0,3.0,3.0,3.0,0.13,0.35,1.68,0.0,1.0,3.0,10.0,9.0,9.0,0.0,0.13,0.4,0.4,1.89,1.89,1.88,10.95,1.16,0.88,2.41,0.41,6.27,3.88,0.99,1.16,0.99,12.0,3.0,3.0,18.0,2.0,1.0,0.0,2.0,0.0,6.0,4.0,10.0,13.0,0.0,0.0,14.0,2.0,1.0,4.0,8.0,6.0,1.0,0.23,0.72,0.21,0.0,2.0,0.0,18.0,15.0,15.0,0.0,0.28,0.02,0.02,1.41,1.41,1.22
DET,2022,DET,DET,Team Level,all,6,0.54,0.47,0.47,21808.0,176.59,19.3,12.24,39.81,5.71,94.05,68.88,17.84,19.29,17.86,186.0,54.0,76.0,316.0,22.0,18.0,5.0,31.0,1.0,86.0,82.0,164.0,218.0,25.0,48.0,149.0,159.0,29.0,54.0,167.0,49.0,24.0,4.8,5.95,8.56,5.0,8.0,9.0,318.89,240.0,241.02,18.0,2.74,5.1,5.1,16.95,16.96,16.34,198.25,16.32,12.85,47.22,6.56,105.41,79.64,15.27,16.37,15.32,207.0,61.0,95.0,363.0,18.0,19.0,5.0,50.0,5.0,93.0,83.0,189.0,250.0,29.0,58.0,207.0,118.0,34.0,75.0,212.0,39.0,17.0,5.66,4.69,5.97,9.0,5.0,4.0,364.62,268.0,270.66,35.0,2.85,4.88,4.93,14.24,14.34,13.84
DET,2022,DET,DET,Team Level,5on5,6,0.45,0.43,0.43,17246.0,123.94,11.29,8.23,30.57,4.13,66.84,48.95,10.24,11.27,10.26,130.0,40.0,64.0,234.0,13.0,15.0,3.0,23.0,0.0,66.0,53.0,117.0,157.0,22.0,42.0,106.0,147.0,24.0,49.0,128.0,27.0,15.0,3.35,3.35,4.58,5.0,4.0,4.0,236.89,170.0,171.02,17.0,1.7,3.76,3.76,9.23,9.24,8.97,165.52,13.88,10.29,40.19,5.45,87.76,66.43,13.05,13.93,13.1,169.0,55.0,80.0,304.0,13.0,17.0,5.0,42.0,3.0,80.0,69.0,156.0,211.0,24.0,48.0,153.0,108.0,27.0,57.0,178.0,31.0,15.0,4.83,3.79,5.26,7.0,3.0,3.0,305.62,224.0,226.66,31.0,2.12,4.77,4.82,11.18,11.28,11.02
DET,2022,DET,DET,Team Level,4on5,6,0.43,0.27,0.33,1504.0,8.41,0.73,0.38,1.19,0.26,2.47,5.97,0.73,0.73,0.73,8.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,11.0,2.0,4.0,14.0,7.0,4.0,1.0,9.0,1.0,1.0,0.34,0.14,0.25,0.0,0.0,0.0,12.0,11.0,11.0,1.0,0.09,0.0,0.0,0.82,0.82,0.82,16.35,0.98,1.48,3.76,0.58,9.73,5.47,0.94,0.98,0.94,19.0,3.0,10.0,32.0,1.0,1.0,0.0,5.0,2.0,7.0,6.0,18.0,21.0,5.0,10.0,16.0,2.0,0.0,10.0,20.0,1.0,1.0,0.4,0.08,0.5,0.0,0.0,1.0,32.0,22.0,22.0,0.0,0.4,0.08,0.08,1.3,1.3,1.26
DET,2022,DET,DET,Team Level,5on4,6,0.94,0.87,0.88,2194.0,37.2,5.13,3.14,7.0,1.14,22.05,11.54,4.74,5.13,4.74,39.0,11.0,10.0,60.0,5.0,2.0,1.0,7.0,1.0,17.0,18.0,34.0,45.0,0.0,0.0,24.0,2.0,0.0,4.0,27.0,18.0,5.0,0.98,2.1,2.05,0.0,3.0,2.0,60.0,50.0,50.0,0.0,0.82,0.93,0.93,5.01,5.01,4.67,5.42,0.3,0.2,0.86,0.13,1.65,3.86,0.3,0.3,0.3,7.0,0.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,24.0,6.0,6.0,4.0,6.0,1.0,0.0,0.2,0.1,0.0,2.0,0.0,0.0,9.0,7.0,7.0,4.0,0.05,0.0,0.0,0.35,0.35,0.34
ARI,2022,ARI,ARI,Team Level,other,6,0.31,0.26,0.21,760.0,2.88,1.25,0.17,0.49,0.1,1.35,0.64,1.2,1.25,1.2,4.0,0.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,7.0,5.0,2.0,1.0,1.0,1.0,2.0,0.07,0.14,1.03,0.0,0.0,2.0,7.0,4.0,4.0,0.0,0.06,0.0,0.0,1.3,1.3,1.24,10.37,2.77,0.69,1.51,0.3,6.37,3.36,2.74,2.77,2.74,12.0,3.0,5.0,20.0,2.0,0.0,0.0,2.0,1.0,6.0,4.0,10.0,13.0,0.0,0.0,7.0,4.0,2.0,0.0,8.0,4.0,3.0,0.28,0.45,2.04,0.0,0.0,2.0,20.0,15.0,15.0,0.0,0.17,0.0,0.0,2.94,2.94,2.9
ARI,2022,ARI,ARI,Team Level,all,6,0.35,0.4,0.39,21600.0,135.27,13.97,9.64,29.9,4.32,73.38,53.78,13.73,14.18,13.94,139.0,46.0,69.0,254.0,19.0,5.0,0.0,31.0,3.0,59.0,68.0,120.0,166.0,32.0,71.0,160.0,151.0,36.0,60.0,141.0,29.0,15.0,3.72,3.47,6.78,5.0,1.0,13.0,251.15,185.0,185.86,41.0,2.21,0.34,0.34,15.84,16.09,15.82,211.41,25.63,15.83,45.4,7.04,114.86,81.24,24.45,25.44,24.27,219.0,71.0,88.0,378.0,29.0,21.0,8.0,52.0,8.0,86.0,94.0,190.0,261.0,35.0,81.0,202.0,148.0,44.0,59.0,174.0,91.0,25.0,5.96,11.59,8.08,8.0,14.0,7.0,384.67,290.0,290.4,30.0,3.5,4.76,4.81,24.32,24.09,23.41
ARI,2022,ARI,ARI,Team Level,5on5,6,0.3,0.39,0.38,15862.0,93.56,7.11,6.22,22.15,3.02,51.55,38.94,7.06,7.32,7.26,97.0,32.0,52.0,181.0,8.0,2.0,0.0,24.0,3.0,45.0,47.0,89.0,121.0,27.0,63.0,123.0,139.0,27.0,48.0,98.0,27.0,4.0,2.88,3.19,1.05,5.0,1.0,2.0,178.15,129.0,129.86,36.0,1.28,0.23,0.23,8.17,8.41,8.36,155.94,16.38,11.24,35.64,5.18,83.88,59.66,15.66,16.2,15.48,165.0,47.0,69.0,281.0,22.0,16.0,6.0,40.0,6.0,62.0,66.0,143.0,190.0,34.0,79.0,150.0,133.0,36.0,45.0,137.0,60.0,15.0,4.39,7.91,4.08,8.0,11.0,3.0,287.67,212.0,212.4,26.0,2.36,3.58,3.64,15.1,14.87,14.58
ARI,2022,ARI,ARI,Team Level,4on5,6,0.1,0.1,0.13,2302.0,5.44,0.58,0.31,0.82,0.17,1.55,3.57,0.57,0.58,0.57,6.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,1.0,2.0,12.0,4.0,5.0,2.0,5.0,1.0,1.0,0.22,0.13,0.23,0.0,0.0,1.0,7.0,7.0,7.0,2.0,0.07,0.0,0.0,0.65,0.65,0.64,34.48,5.18,3.33,6.66,1.21,20.92,10.71,4.77,5.18,4.77,30.0,18.0,13.0,61.0,5.0,5.0,2.0,7.0,0.0,16.0,15.0,25.0,43.0,0.0,0.0,21.0,3.0,2.0,9.0,18.0,26.0,4.0,0.83,3.13,1.21,0.0,3.0,2.0,61.0,48.0,48.0,0.0,0.84,1.17,1.17,4.85,4.85,4.51
ARI,2022,ARI,ARI,Team Level,5on4,6,0.79,0.79,0.75,2676.0,33.39,5.03,2.95,6.44,1.02,18.92,10.64,4.9,5.03,4.9,32.0,13.0,14.0,59.0,8.0,3.0,0.0,6.0,0.0,12.0,16.0,24.0,37.0,3.0,4.0,18.0,3.0,2.0,9.0,37.0,0.0,8.0,0.55,0.0,4.47,0.0,0.0,8.0,59.0,45.0,45.0,3.0,0.8,0.11,0.11,5.72,5.72,5.58,10.61,1.3,0.57,1.59,0.35,3.69,7.5,1.28,1.3,1.28,12.0,3.0,1.0,16.0,0.0,0.0,0.0,3.0,1.0,2.0,9.0,12.0,15.0,1.0,2.0,24.0,8.0,4.0,5.0,11.0,1.0,3.0,0.45,0.11,0.74,0.0,0.0,0.0,16.0,15.0,15.0,4.0,0.13,0.0,0.0,1.43,1.43,1.42
PHI,2022,PHI,PHI,Team Level,other,6,0.53,0.37,0.35,1287.0,8.19,2.83,0.58,1.46,0.35,3.81,1.96,2.79,2.83,2.79,9.0,2.0,6.0,17.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,7.0,9.0,0.0,0.0,11.0,3.0,1.0,3.0,4.0,4.0,3.0,0.16,0.48,2.19,1.0,0.0,1.0,17.0,11.0,11.0,1.0,0.18,0.14,0.14,2.87,2.87,2.84,13.84,2.47,0.89,2.84,0.54,8.6,4.66,2.44,2.47,2.44,11.0,9.0,9.0,29.0,2.0,1.0,0.0,3.0,2.0,6.0,6.0,9.0,18.0,0.0,0.0,9.0,4.0,2.0,1.0,12.0,4.0,4.0,0.34,0.5,1.64,0.0,1.0,1.0,29.0,20.0,20.0,0.0,0.24,0.39,0.39,2.32,2.32,2.3
